Pointer,Clarity,Color,Price,Font
0.18-0.22,IF,D,1510,BOLD
0.18-0.22,VVS1,D,1510,BOLD
0.18-0.22,VVS2,D,1510,BOLD
0.18-0.22,VS1,D,1260,BOLD
0.18-0.22,VS2,D,1260,BOLD
0.18-0.22,SI1,D,1060,BOLD
0.18-0.22,SI2,D,920,BOLD
0.18-0.22,SI3,D,810,BOLD
0.18-0.22,I1,D,690,BOLD
0.18-0.22,I2,D,560,BOLD
0.18-0.22,I3,D,480,BOLD
0.18-0.22,IF,E,1510,BOLD
0.18-0.22,VVS1,E,1510,BOLD
0.18-0.22,VVS2,E,1510,BOLD
0.18-0.22,VS1,E,1260,BOLD
0.18-0.22,VS2,E,1260,BOLD
0.18-0.22,SI1,E,1060,BOLD
0.18-0.22,SI2,E,920,BOLD
0.18-0.22,SI3,E,810,BOLD
0.18-0.22,I1,E,690,BOLD
0.18-0.22,I2,E,560,BOLD
0.18-0.22,I3,E,480,BOLD
0.18-0.22,IF,F,1510,BOLD
0.18-0.22,VVS1,F,1510,BOLD
0.18-0.22,VVS2,F,1510,BOLD
0.18-0.22,VS1,F,1260,BOLD
0.18-0.22,VS2,F,1260,BOLD
0.18-0.22,SI1,F,1060,BOLD
0.18-0.22,SI2,F,920,BOLD
0.18-0.22,SI3,F,810,BOLD
0.18-0.22,I1,F,690,BOLD
0.18-0.22,I2,F,560,BOLD
0.18-0.22,I3,F,480,BOLD
0.18-0.22,IF,G,1350,BOLD
0.18-0.22,VVS1,G,1350,BOLD
0.18-0.22,VVS2,G,1350,BOLD
0.18-0.22,VS1,G,1140,BOLD
0.18-0.22,VS2,G,1140,BOLD
0.18-0.22,SI1,G,970,BOLD
0.18-0.22,SI2,G,830,BOLD
0.18-0.22,SI3,G,730,BOLD
0.18-0.22,I1,G,630,BOLD
0.18-0.22,I2,G,510,BOLD
0.18-0.22,I3,G,430,BOLD
0.18-0.22,IF,H,1350,BOLD
0.18-0.22,VVS1,H,1350,BOLD
0.18-0.22,VVS2,H,1350,BOLD
0.18-0.22,VS1,H,1140,BOLD
0.18-0.22,VS2,H,1140,BOLD
0.18-0.22,SI1,H,970,BOLD
0.18-0.22,SI2,H,830,BOLD
0.18-0.22,SI3,H,730,BOLD
0.18-0.22,I1,H,630,BOLD
0.18-0.22,I2,H,510,BOLD
0.18-0.22,I3,H,430,BOLD
0.18-0.22,IF,I,1120,BOLD
0.18-0.22,VVS1,I,1120,BOLD
0.18-0.22,VVS2,I,1120,BOLD
0.18-0.22,VS1,I,970,BOLD
0.18-0.22,VS2,I,970,BOLD
0.18-0.22,SI1,I,840,BOLD
0.18-0.22,SI2,I,730,BOLD
0.18-0.22,SI3,I,640,BOLD
0.18-0.22,I1,I,560,BOLD
0.18-0.22,I2,I,460,BOLD
0.18-0.22,I3,I,390,BOLD
0.18-0.22,IF,J,1120,BOLD
0.18-0.22,VVS1,J,1120,BOLD
0.18-0.22,VVS2,J,1120,BOLD
0.18-0.22,VS1,J,970,BOLD
0.18-0.22,VS2,J,970,BOLD
0.18-0.22,SI1,J,840,BOLD
0.18-0.22,SI2,J,730,BOLD
0.18-0.22,SI3,J,640,BOLD
0.18-0.22,I1,J,560,BOLD
0.18-0.22,I2,J,460,BOLD
0.18-0.22,I3,J,390,BOLD
0.18-0.22,IF,K,870,BOLD
0.18-0.22,VVS1,K,870,BOLD
0.18-0.22,VVS2,K,870,BOLD
0.18-0.22,VS1,K,750,BOLD
0.18-0.22,VS2,K,750,BOLD
0.18-0.22,SI1,K,650,BOLD
0.18-0.22,SI2,K,560,BOLD
0.18-0.22,SI3,K,480,BOLD
0.18-0.22,I1,K,400,BOLD
0.18-0.22,I2,K,340,BOLD
0.18-0.22,I3,K,280,BOLD
0.18-0.22,IF,L,870,BOLD
0.18-0.22,VVS1,L,870,BOLD
0.18-0.22,VVS2,L,870,BOLD
0.18-0.22,VS1,L,750,BOLD
0.18-0.22,VS2,L,750,BOLD
0.18-0.22,SI1,L,650,BOLD
0.18-0.22,SI2,L,560,BOLD
0.18-0.22,SI3,L,480,BOLD
0.18-0.22,I1,L,400,BOLD
0.18-0.22,I2,L,340,BOLD
0.18-0.22,I3,L,280,BOLD
0.18-0.22,IF,M,690,BOLD
0.18-0.22,VVS1,M,690,BOLD
0.18-0.22,VVS2,M,690,BOLD
0.18-0.22,VS1,M,590,BOLD
0.18-0.22,VS2,M,590,BOLD
0.18-0.22,SI1,M,510,BOLD
0.18-0.22,SI2,M,430,BOLD
0.18-0.22,SI3,M,360,BOLD
0.18-0.22,I1,M,290,BOLD
0.18-0.22,I2,M,240,BOLD
0.18-0.22,I3,M,200,BOLD
0.18-0.22,IF,N,690,BOLD
0.18-0.22,VVS1,N,690,BOLD
0.18-0.22,VVS2,N,690,BOLD
0.18-0.22,VS1,N,590,BOLD
0.18-0.22,VS2,N,590,BOLD
0.18-0.22,SI1,N,510,BOLD
0.18-0.22,SI2,N,430,BOLD
0.18-0.22,SI3,N,360,BOLD
0.18-0.22,I1,N,290,BOLD
0.18-0.22,I2,N,240,BOLD
0.18-0.22,I3,N,200,BOLD
0.23-0.29,IF,D,1830,BOLD
0.23-0.29,VVS1,D,1830,BOLD
0.23-0.29,VVS2,D,1830,BOLD
0.23-0.29,VS1,D,1550,BOLD
0.23-0.29,VS2,D,1550,BOLD
0.23-0.29,SI1,D,1250,BOLD
0.23-0.29,SI2,D,1050,BOLD
0.23-0.29,SI3,D,900,BOLD
0.23-0.29,I1,D,760,BOLD
0.23-0.29,I2,D,600,BOLD
0.23-0.29,I3,D,510,BOLD
0.23-0.29,IF,E,1830,BOLD
0.23-0.29,VVS1,E,1830,BOLD
0.23-0.29,VVS2,E,1830,BOLD
0.23-0.29,VS1,E,1550,BOLD
0.23-0.29,VS2,E,1550,BOLD
0.23-0.29,SI1,E,1250,BOLD
0.23-0.29,SI2,E,1050,BOLD
0.23-0.29,SI3,E,900,BOLD
0.23-0.29,I1,E,760,BOLD
0.23-0.29,I2,E,600,BOLD
0.23-0.29,I3,E,510,BOLD
0.23-0.29,IF,F,1830,BOLD
0.23-0.29,VVS1,F,1830,BOLD
0.23-0.29,VVS2,F,1830,BOLD
0.23-0.29,VS1,F,1550,BOLD
0.23-0.29,VS2,F,1550,BOLD
0.23-0.29,SI1,F,1250,BOLD
0.23-0.29,SI2,F,1050,BOLD
0.23-0.29,SI3,F,900,BOLD
0.23-0.29,I1,F,760,BOLD
0.23-0.29,I2,F,600,BOLD
0.23-0.29,I3,F,510,BOLD
0.23-0.29,IF,G,1610,BOLD
0.23-0.29,VVS1,G,1610,BOLD
0.23-0.29,VVS2,G,1610,BOLD
0.23-0.29,VS1,G,1350,BOLD
0.23-0.29,VS2,G,1350,BOLD
0.23-0.29,SI1,G,1110,BOLD
0.23-0.29,SI2,G,930,BOLD
0.23-0.29,SI3,G,800,BOLD
0.23-0.29,I1,G,690,BOLD
0.23-0.29,I2,G,550,BOLD
0.23-0.29,I3,G,460,BOLD
0.23-0.29,IF,H,1610,BOLD
0.23-0.29,VVS1,H,1610,BOLD
0.23-0.29,VVS2,H,1610,BOLD
0.23-0.29,VS1,H,1350,BOLD
0.23-0.29,VS2,H,1350,BOLD
0.23-0.29,SI1,H,1110,BOLD
0.23-0.29,SI2,H,930,BOLD
0.23-0.29,SI3,H,800,BOLD
0.23-0.29,I1,H,690,BOLD
0.23-0.29,I2,H,550,BOLD
0.23-0.29,I3,H,460,BOLD
0.23-0.29,IF,I,1310,BOLD
0.23-0.29,VVS1,I,1310,BOLD
0.23-0.29,VVS2,I,1310,BOLD
0.23-0.29,VS1,I,1130,BOLD
0.23-0.29,VS2,I,1130,BOLD
0.23-0.29,SI1,I,950,BOLD
0.23-0.29,SI2,I,810,BOLD
0.23-0.29,SI3,I,700,BOLD
0.23-0.29,I1,I,600,BOLD
0.23-0.29,I2,I,500,BOLD
0.23-0.29,I3,I,420,BOLD
0.23-0.29,IF,J,1310,BOLD
0.23-0.29,VVS1,J,1310,BOLD
0.23-0.29,VVS2,J,1310,BOLD
0.23-0.29,VS1,J,1130,BOLD
0.23-0.29,VS2,J,1130,BOLD
0.23-0.29,SI1,J,950,BOLD
0.23-0.29,SI2,J,810,BOLD
0.23-0.29,SI3,J,700,BOLD
0.23-0.29,I1,J,600,BOLD
0.23-0.29,I2,J,500,BOLD
0.23-0.29,I3,J,420,BOLD
0.23-0.29,IF,K,1050,BOLD
0.23-0.29,VVS1,K,1050,BOLD
0.23-0.29,VVS2,K,1050,BOLD
0.23-0.29,VS1,K,910,BOLD
0.23-0.29,VS2,K,910,BOLD
0.23-0.29,SI1,K,780,BOLD
0.23-0.29,SI2,K,670,BOLD
0.23-0.29,SI3,K,570,BOLD
0.23-0.29,I1,K,460,BOLD
0.23-0.29,I2,K,370,BOLD
0.23-0.29,I3,K,300,BOLD
0.23-0.29,IF,L,1050,BOLD
0.23-0.29,VVS1,L,1050,BOLD
0.23-0.29,VVS2,L,1050,BOLD
0.23-0.29,VS1,L,910,BOLD
0.23-0.29,VS2,L,910,BOLD
0.23-0.29,SI1,L,780,BOLD
0.23-0.29,SI2,L,670,BOLD
0.23-0.29,SI3,L,570,BOLD
0.23-0.29,I1,L,460,BOLD
0.23-0.29,I2,L,370,BOLD
0.23-0.29,I3,L,300,BOLD
0.23-0.29,IF,M,860,BOLD
0.23-0.29,VVS1,M,860,BOLD
0.23-0.29,VVS2,M,860,BOLD
0.23-0.29,VS1,M,740,BOLD
0.23-0.29,VS2,M,740,BOLD
0.23-0.29,SI1,M,620,BOLD
0.23-0.29,SI2,M,530,BOLD
0.23-0.29,SI3,M,460,BOLD
0.23-0.29,I1,M,360,BOLD
0.23-0.29,I2,M,280,BOLD
0.23-0.29,I3,M,220,BOLD
0.23-0.29,IF,N,860,BOLD
0.23-0.29,VVS1,N,860,BOLD
0.23-0.29,VVS2,N,860,BOLD
0.23-0.29,VS1,N,740,BOLD
0.23-0.29,VS2,N,740,BOLD
0.23-0.29,SI1,N,620,BOLD
0.23-0.29,SI2,N,530,BOLD
0.23-0.29,SI3,N,460,BOLD
0.23-0.29,I1,N,360,BOLD
0.23-0.29,I2,N,280,BOLD
0.23-0.29,I3,N,220,BOLD
0.30-0.39,IF,D,3900,BOLD
0.30-0.39,VVS1,D,3100,BOLD
0.30-0.39,VVS2,D,2800,BOLD
0.30-0.39,VS1,D,2400,BOLD
0.30-0.39,VS2,D,2100,BOLD
0.30-0.39,SI1,D,1900,BOLD
0.30-0.39,SI2,D,1700,BOLD
0.30-0.39,SI3,D,1600,BOLD
0.30-0.39,I1,D,1500,BOLD
0.30-0.39,I2,D,1100,BOLD
0.30-0.39,I3,D,700,BOLD
0.30-0.39,IF,E,3100,BOLD
0.30-0.39,VVS1,E,2800,BOLD
0.30-0.39,VVS2,E,2500,BOLD
0.30-0.39,VS1,E,2200,BOLD
0.30-0.39,VS2,E,2000,BOLD
0.30-0.39,SI1,E,1800,BOLD
0.30-0.39,SI2,E,1600,BOLD
0.30-0.39,SI3,E,1500,BOLD
0.30-0.39,I1,E,1400,BOLD
0.30-0.39,I2,E,1000,BOLD
0.30-0.39,I3,E,600,BOLD
0.30-0.39,IF,F,2900,BOLD
0.30-0.39,VVS1,F,2600,BOLD
0.30-0.39,VVS2,F,2300,BOLD
0.30-0.39,VS1,F,2100,BOLD
0.30-0.39,VS2,F,1900,BOLD
0.30-0.39,SI1,F,1700,BOLD
0.30-0.39,SI2,F,1500,BOLD
0.30-0.39,SI3,F,1400,BOLD
0.30-0.39,I1,F,1300,BOLD
0.30-0.39,I2,F,1000,BOLD
0.30-0.39,I3,F,600,BOLD
0.30-0.39,IF,G,2500,BOLD
0.30-0.39,VVS1,G,2300,BOLD
0.30-0.39,VVS2,G,2100,BOLD
0.30-0.39,VS1,G,2000,BOLD
0.30-0.39,VS2,G,1800,BOLD
0.30-0.39,SI1,G,1600,BOLD
0.30-0.39,SI2,G,1400,BOLD
0.30-0.39,SI3,G,1300,BOLD
0.30-0.39,I1,G,1200,BOLD
0.30-0.39,I2,G,900,BOLD
0.30-0.39,I3,G,500,BOLD
0.30-0.39,IF,H,2200,BOLD
0.30-0.39,VVS1,H,2100,BOLD
0.30-0.39,VVS2,H,2000,BOLD
0.30-0.39,VS1,H,1900,BOLD
0.30-0.39,VS2,H,1700,BOLD
0.30-0.39,SI1,H,1500,BOLD
0.30-0.39,SI2,H,1300,BOLD
0.30-0.39,SI3,H,1200,BOLD
0.30-0.39,I1,H,1100,BOLD
0.30-0.39,I2,H,800,BOLD
0.30-0.39,I3,H,500,BOLD
0.30-0.39,IF,I,2000,BOLD
0.30-0.39,VVS1,I,1900,BOLD
0.30-0.39,VVS2,I,1800,BOLD
0.30-0.39,VS1,I,1700,BOLD
0.30-0.39,VS2,I,1600,BOLD
0.30-0.39,SI1,I,1400,BOLD
0.30-0.39,SI2,I,1200,BOLD
0.30-0.39,SI3,I,1000,BOLD
0.30-0.39,I1,I,900,BOLD
0.30-0.39,I2,I,700,BOLD
0.30-0.39,I3,I,500,BOLD
0.30-0.39,IF,J,1800,BOLD
0.30-0.39,VVS1,J,1700,BOLD
0.30-0.39,VVS2,J,1600,BOLD
0.30-0.39,VS1,J,1500,BOLD
0.30-0.39,VS2,J,1400,BOLD
0.30-0.39,SI1,J,1300,BOLD
0.30-0.39,SI2,J,1100,BOLD
0.30-0.39,SI3,J,900,BOLD
0.30-0.39,I1,J,800,BOLD
0.30-0.39,I2,J,700,BOLD
0.30-0.39,I3,J,400,BOLD
0.30-0.39,IF,K,1600,BOLD
0.30-0.39,VVS1,K,1500,BOLD
0.30-0.39,VVS2,K,1400,BOLD
0.30-0.39,VS1,K,1300,BOLD
0.30-0.39,VS2,K,1200,BOLD
0.30-0.39,SI1,K,1100,BOLD
0.30-0.39,SI2,K,900,BOLD
0.30-0.39,SI3,K,800,BOLD
0.30-0.39,I1,K,700,BOLD
0.30-0.39,I2,K,600,BOLD
0.30-0.39,I3,K,400,BOLD
0.30-0.39,IF,L,1400,BOLD
0.30-0.39,VVS1,L,1300,BOLD
0.30-0.39,VVS2,L,1200,BOLD
0.30-0.39,VS1,L,1100,BOLD
0.30-0.39,VS2,L,1000,BOLD
0.30-0.39,SI1,L,900,BOLD
0.30-0.39,SI2,L,800,BOLD
0.30-0.39,SI3,L,700,BOLD
0.30-0.39,I1,L,600,BOLD
0.30-0.39,I2,L,500,BOLD
0.30-0.39,I3,L,300,BOLD
0.30-0.39,IF,M,1200,BOLD
0.30-0.39,VVS1,M,1100,BOLD
0.30-0.39,VVS2,M,1000,BOLD
0.30-0.39,VS1,M,900,BOLD
0.30-0.39,VS2,M,900,BOLD
0.30-0.39,SI1,M,800,BOLD
0.30-0.39,SI2,M,700,BOLD
0.30-0.39,SI3,M,600,BOLD
0.30-0.39,I1,M,500,BOLD
0.30-0.39,I2,M,400,BOLD
0.30-0.39,I3,M,300,BOLD
0.30-0.39,IF,D,3900,BOLD
0.30-0.39,VVS1,D,3100,BOLD
0.30-0.39,VVS2,D,2800,BOLD
0.30-0.39,VS1,D,2400,BOLD
0.30-0.39,VS2,D,2100,BOLD
0.30-0.39,SI1,D,1900,BOLD
0.30-0.39,SI2,D,1700,BOLD
0.30-0.39,SI3,D,1600,BOLD
0.30-0.39,I1,D,1500,BOLD
0.30-0.39,I2,D,1100,BOLD
0.30-0.39,I3,D,700,BOLD
0.30-0.39,IF,E,3100,BOLD
0.30-0.39,VVS1,E,2800,BOLD
0.30-0.39,VVS2,E,2500,BOLD
0.30-0.39,VS1,E,2200,BOLD
0.30-0.39,VS2,E,2000,BOLD
0.30-0.39,SI1,E,1800,BOLD
0.30-0.39,SI2,E,1600,BOLD
0.30-0.39,SI3,E,1500,BOLD
0.30-0.39,I1,E,1400,BOLD
0.30-0.39,I2,E,1000,BOLD
0.30-0.39,I3,E,600,BOLD
0.30-0.39,IF,F,2900,BOLD
0.30-0.39,VVS1,F,2600,BOLD
0.30-0.39,VVS2,F,2300,BOLD
0.30-0.39,VS1,F,2100,BOLD
0.30-0.39,VS2,F,1900,BOLD
0.30-0.39,SI1,F,1700,BOLD
0.30-0.39,SI2,F,1500,BOLD
0.30-0.39,SI3,F,1400,BOLD
0.30-0.39,I1,F,1300,BOLD
0.30-0.39,I2,F,1000,BOLD
0.30-0.39,I3,F,600,BOLD
0.30-0.39,IF,G,2500,BOLD
0.30-0.39,VVS1,G,2300,BOLD
0.30-0.39,VVS2,G,2100,BOLD
0.30-0.39,VS1,G,2000,BOLD
0.30-0.39,VS2,G,1800,BOLD
0.30-0.39,SI1,G,1600,BOLD
0.30-0.39,SI2,G,1400,BOLD
0.30-0.39,SI3,G,1300,BOLD
0.30-0.39,I1,G,1200,BOLD
0.30-0.39,I2,G,900,BOLD
0.30-0.39,I3,G,500,BOLD
0.30-0.39,IF,H,2200,BOLD
0.30-0.39,VVS1,H,2100,BOLD
0.30-0.39,VVS2,H,2000,BOLD
0.30-0.39,VS1,H,1900,BOLD
0.30-0.39,VS2,H,1700,BOLD
0.30-0.39,SI1,H,1500,BOLD
0.30-0.39,SI2,H,1300,BOLD
0.30-0.39,SI3,H,1200,BOLD
0.30-0.39,I1,H,1100,BOLD
0.30-0.39,I2,H,800,BOLD
0.30-0.39,I3,H,500,BOLD
0.30-0.39,IF,I,2000,BOLD
0.30-0.39,VVS1,I,1900,BOLD
0.30-0.39,VVS2,I,1800,BOLD
0.30-0.39,VS1,I,1700,BOLD
0.30-0.39,VS2,I,1600,BOLD
0.30-0.39,SI1,I,1400,BOLD
0.30-0.39,SI2,I,1200,BOLD
0.30-0.39,SI3,I,1000,BOLD
0.30-0.39,I1,I,900,BOLD
0.30-0.39,I2,I,700,BOLD
0.30-0.39,I3,I,500,BOLD
0.30-0.39,IF,J,1800,BOLD
0.30-0.39,VVS1,J,1700,BOLD
0.30-0.39,VVS2,J,1600,BOLD
0.30-0.39,VS1,J,1500,BOLD
0.30-0.39,VS2,J,1400,BOLD
0.30-0.39,SI1,J,1300,BOLD
0.30-0.39,SI2,J,1100,BOLD
0.30-0.39,SI3,J,900,BOLD
0.30-0.39,I1,J,800,BOLD
0.30-0.39,I2,J,700,BOLD
0.30-0.39,I3,J,400,BOLD
0.30-0.39,IF,K,1600,BOLD
0.30-0.39,VVS1,K,1500,BOLD
0.30-0.39,VVS2,K,1400,BOLD
0.30-0.39,VS1,K,1300,BOLD
0.30-0.39,VS2,K,1200,BOLD
0.30-0.39,SI1,K,1100,BOLD
0.30-0.39,SI2,K,900,BOLD
0.30-0.39,SI3,K,800,BOLD
0.30-0.39,I1,K,700,BOLD
0.30-0.39,I2,K,600,BOLD
0.30-0.39,I3,K,400,BOLD
0.30-0.39,IF,L,1400,BOLD
0.30-0.39,VVS1,L,1300,BOLD
0.30-0.39,VVS2,L,1200,BOLD
0.30-0.39,VS1,L,1100,BOLD
0.30-0.39,VS2,L,1000,BOLD
0.30-0.39,SI1,L,900,BOLD
0.30-0.39,SI2,L,800,BOLD
0.30-0.39,SI3,L,700,BOLD
0.30-0.39,I1,L,600,BOLD
0.30-0.39,I2,L,500,BOLD
0.30-0.39,I3,L,300,BOLD
0.30-0.39,IF,M,1200,BOLD
0.30-0.39,VVS1,M,1100,BOLD
0.30-0.39,VVS2,M,1000,BOLD
0.30-0.39,VS1,M,900,BOLD
0.30-0.39,VS2,M,900,BOLD
0.30-0.39,SI1,M,800,BOLD
0.30-0.39,SI2,M,700,BOLD
0.30-0.39,SI3,M,600,BOLD
0.30-0.39,I1,M,500,BOLD
0.30-0.39,I2,M,400,BOLD
0.30-0.39,I3,M,300,BOLD
0.30-0.39,IF,D,3900,BOLD
0.30-0.39,VVS1,D,3100,BOLD
0.30-0.39,VVS2,D,2800,BOLD
0.30-0.39,VS1,D,2400,BOLD
0.30-0.39,VS2,D,2100,BOLD
0.30-0.39,SI1,D,1900,BOLD
0.30-0.39,SI2,D,1700,BOLD
0.30-0.39,SI3,D,1600,BOLD
0.30-0.39,I1,D,1500,BOLD
0.30-0.39,I2,D,1100,BOLD
0.30-0.39,I3,D,700,BOLD
0.30-0.39,IF,E,3100,BOLD
0.30-0.39,VVS1,E,2800,BOLD
0.30-0.39,VVS2,E,2500,BOLD
0.30-0.39,VS1,E,2200,BOLD
0.30-0.39,VS2,E,2000,BOLD
0.30-0.39,SI1,E,1800,BOLD
0.30-0.39,SI2,E,1600,BOLD
0.30-0.39,SI3,E,1500,BOLD
0.30-0.39,I1,E,1400,BOLD
0.30-0.39,I2,E,1000,BOLD
0.30-0.39,I3,E,600,BOLD
0.30-0.39,IF,F,2900,BOLD
0.30-0.39,VVS1,F,2600,BOLD
0.30-0.39,VVS2,F,2300,BOLD
0.30-0.39,VS1,F,2100,BOLD
0.30-0.39,VS2,F,1900,BOLD
0.30-0.39,SI1,F,1700,BOLD
0.30-0.39,SI2,F,1500,BOLD
0.30-0.39,SI3,F,1400,BOLD
0.30-0.39,I1,F,1300,BOLD
0.30-0.39,I2,F,1000,BOLD
0.30-0.39,I3,F,600,BOLD
0.30-0.39,IF,G,2500,BOLD
0.30-0.39,VVS1,G,2300,BOLD
0.30-0.39,VVS2,G,2100,BOLD
0.30-0.39,VS1,G,2000,BOLD
0.30-0.39,VS2,G,1800,BOLD
0.30-0.39,SI1,G,1600,BOLD
0.30-0.39,SI2,G,1400,BOLD
0.30-0.39,SI3,G,1300,BOLD
0.30-0.39,I1,G,1200,BOLD
0.30-0.39,I2,G,900,BOLD
0.30-0.39,I3,G,500,BOLD
0.30-0.39,IF,H,2200,BOLD
0.30-0.39,VVS1,H,2100,BOLD
0.30-0.39,VVS2,H,2000,BOLD
0.30-0.39,VS1,H,1900,BOLD
0.30-0.39,VS2,H,1700,BOLD
0.30-0.39,SI1,H,1500,BOLD
0.30-0.39,SI2,H,1300,BOLD
0.30-0.39,SI3,H,1200,BOLD
0.30-0.39,I1,H,1100,BOLD
0.30-0.39,I2,H,800,BOLD
0.30-0.39,I3,H,500,BOLD
0.30-0.39,IF,I,2000,BOLD
0.30-0.39,VVS1,I,1900,BOLD
0.30-0.39,VVS2,I,1800,BOLD
0.30-0.39,VS1,I,1700,BOLD
0.30-0.39,VS2,I,1600,BOLD
0.30-0.39,SI1,I,1400,BOLD
0.30-0.39,SI2,I,1200,BOLD
0.30-0.39,SI3,I,1000,BOLD
0.30-0.39,I1,I,900,BOLD
0.30-0.39,I2,I,700,BOLD
0.30-0.39,I3,I,500,BOLD
0.30-0.39,IF,J,1800,BOLD
0.30-0.39,VVS1,J,1700,BOLD
0.30-0.39,VVS2,J,1600,BOLD
0.30-0.39,VS1,J,1500,BOLD
0.30-0.39,VS2,J,1400,BOLD
0.30-0.39,SI1,J,1300,BOLD
0.30-0.39,SI2,J,1100,BOLD
0.30-0.39,SI3,J,900,BOLD
0.30-0.39,I1,J,800,BOLD
0.30-0.39,I2,J,700,BOLD
0.30-0.39,I3,J,400,BOLD
0.30-0.39,IF,K,1600,BOLD
0.30-0.39,VVS1,K,1500,BOLD
0.30-0.39,VVS2,K,1400,BOLD
0.30-0.39,VS1,K,1300,BOLD
0.30-0.39,VS2,K,1200,BOLD
0.30-0.39,SI1,K,1100,BOLD
0.30-0.39,SI2,K,900,BOLD
0.30-0.39,SI3,K,800,BOLD
0.30-0.39,I1,K,700,BOLD
0.30-0.39,I2,K,600,BOLD
0.30-0.39,I3,K,400,BOLD
0.30-0.39,IF,L,1400,BOLD
0.30-0.39,VVS1,L,1300,BOLD
0.30-0.39,VVS2,L,1200,BOLD
0.30-0.39,VS1,L,1100,BOLD
0.30-0.39,VS2,L,1000,BOLD
0.30-0.39,SI1,L,900,BOLD
0.30-0.39,SI2,L,800,BOLD
0.30-0.39,SI3,L,700,BOLD
0.30-0.39,I1,L,600,BOLD
0.30-0.39,I2,L,500,BOLD
0.30-0.39,I3,L,300,BOLD
0.30-0.39,IF,M,1200,BOLD
0.30-0.39,VVS1,M,1100,BOLD
0.30-0.39,VVS2,M,1000,BOLD
0.30-0.39,VS1,M,900,BOLD
0.30-0.39,VS2,M,900,BOLD
0.30-0.39,SI1,M,800,BOLD
0.30-0.39,SI2,M,700,BOLD
0.30-0.39,SI3,M,600,BOLD
0.30-0.39,I1,M,500,BOLD
0.30-0.39,I2,M,400,BOLD
0.30-0.39,I3,M,300,BOLD
0.30-0.39,IF,D,3900,BOLD
0.30-0.39,VVS1,D,3100,BOLD
0.30-0.39,VVS2,D,2800,BOLD
0.30-0.39,VS1,D,2400,BOLD
0.30-0.39,VS2,D,2100,BOLD
0.30-0.39,SI1,D,1900,BOLD
0.30-0.39,SI2,D,1700,BOLD
0.30-0.39,SI3,D,1600,BOLD
0.30-0.39,I1,D,1500,BOLD
0.30-0.39,I2,D,1100,BOLD
0.30-0.39,I3,D,700,BOLD
0.30-0.39,IF,E,3100,BOLD
0.30-0.39,VVS1,E,2800,BOLD
0.30-0.39,VVS2,E,2500,BOLD
0.30-0.39,VS1,E,2200,BOLD
0.30-0.39,VS2,E,2000,BOLD
0.30-0.39,SI1,E,1800,BOLD
0.30-0.39,SI2,E,1600,BOLD
0.30-0.39,SI3,E,1500,BOLD
0.30-0.39,I1,E,1400,BOLD
0.30-0.39,I2,E,1000,BOLD
0.30-0.39,I3,E,600,BOLD
0.30-0.39,IF,F,2900,BOLD
0.30-0.39,VVS1,F,2600,BOLD
0.30-0.39,VVS2,F,2300,BOLD
0.30-0.39,VS1,F,2100,BOLD
0.30-0.39,VS2,F,1900,BOLD
0.30-0.39,SI1,F,1700,BOLD
0.30-0.39,SI2,F,1500,BOLD
0.30-0.39,SI3,F,1400,BOLD
0.30-0.39,I1,F,1300,BOLD
0.30-0.39,I2,F,1000,BOLD
0.30-0.39,I3,F,600,BOLD
0.30-0.39,IF,G,2500,BOLD
0.30-0.39,VVS1,G,2300,BOLD
0.30-0.39,VVS2,G,2100,BOLD
0.30-0.39,VS1,G,2000,BOLD
0.30-0.39,VS2,G,1800,BOLD
0.30-0.39,SI1,G,1600,BOLD
0.30-0.39,SI2,G,1400,BOLD
0.30-0.39,SI3,G,1300,BOLD
0.30-0.39,I1,G,1200,BOLD
0.30-0.39,I2,G,900,BOLD
0.30-0.39,I3,G,500,BOLD
0.30-0.39,IF,H,2200,BOLD
0.30-0.39,VVS1,H,2100,BOLD
0.30-0.39,VVS2,H,2000,BOLD
0.30-0.39,VS1,H,1900,BOLD
0.30-0.39,VS2,H,1700,BOLD
0.30-0.39,SI1,H,1500,BOLD
0.30-0.39,SI2,H,1300,BOLD
0.30-0.39,SI3,H,1200,BOLD
0.30-0.39,I1,H,1100,BOLD
0.30-0.39,I2,H,800,BOLD
0.30-0.39,I3,H,500,BOLD
0.30-0.39,IF,I,2000,BOLD
0.30-0.39,VVS1,I,1900,BOLD
0.30-0.39,VVS2,I,1800,BOLD
0.30-0.39,VS1,I,1700,BOLD
0.30-0.39,VS2,I,1600,BOLD
0.30-0.39,SI1,I,1400,BOLD
0.30-0.39,SI2,I,1200,BOLD
0.30-0.39,SI3,I,1000,BOLD
0.30-0.39,I1,I,900,BOLD
0.30-0.39,I2,I,700,BOLD
0.30-0.39,I3,I,500,BOLD
0.30-0.39,IF,J,1800,BOLD
0.30-0.39,VVS1,J,1700,BOLD
0.30-0.39,VVS2,J,1600,BOLD
0.30-0.39,VS1,J,1500,BOLD
0.30-0.39,VS2,J,1400,BOLD
0.30-0.39,SI1,J,1300,BOLD
0.30-0.39,SI2,J,1100,BOLD
0.30-0.39,SI3,J,900,BOLD
0.30-0.39,I1,J,800,BOLD
0.30-0.39,I2,J,700,BOLD
0.30-0.39,I3,J,400,BOLD
0.30-0.39,IF,K,1600,BOLD
0.30-0.39,VVS1,K,1500,BOLD
0.30-0.39,VVS2,K,1400,BOLD
0.30-0.39,VS1,K,1300,BOLD
