Pointer,Clarity,Color,Price,Font
0.30-0.39,VS2,K,1200,BOLD
0.30-0.39,SI1,K,1100,BOLD
0.30-0.39,SI2,K,900,BOLD
0.30-0.39,SI3,K,800,BOLD
0.30-0.39,I1,K,700,BOLD
0.30-0.39,I2,K,600,BOLD
0.30-0.39,I3,K,400,BOLD
0.30-0.39,IF,L,1400,BOLD
0.30-0.39,VVS1,L,1300,BOLD
0.30-0.39,VVS2,L,1200,BOLD
0.30-0.39,VS1,L,1100,BOLD
0.30-0.39,VS2,L,1000,BOLD
0.30-0.39,SI1,L,900,BOLD
0.30-0.39,SI2,L,800,BOLD
0.30-0.39,SI3,L,700,BOLD
0.30-0.39,I1,L,600,BOLD
0.30-0.39,I2,L,500,BOLD
0.30-0.39,I3,L,300,BOLD
0.30-0.39,IF,M,1200,BOLD
0.30-0.39,VVS1,M,1100,BOLD
0.30-0.39,VVS2,M,1000,BOLD
0.30-0.39,VS1,M,900,BOLD
0.30-0.39,VS2,M,900,BOLD
0.30-0.39,SI1,M,800,BOLD
0.30-0.39,SI2,M,700,BOLD
0.30-0.39,SI3,M,600,BOLD
0.30-0.39,I1,M,500,BOLD
0.30-0.39,I2,M,400,BOLD
0.30-0.39,I3,M,300,BOLD
0.40-0.49,IF,D,4600,BOLD
0.40-0.49,VVS1,D,3800,BOLD
0.40-0.49,VVS2,D,3500,BOLD
0.40-0.49,VS1,D,3100,BOLD
0.40-0.49,VS2,D,2700,BOLD
0.40-0.49,SI1,D,2300,BOLD
0.40-0.49,SI2,D,2100,BOLD
0.40-0.49,SI3,D,1900,BOLD
0.40-0.49,I1,D,1800,BOLD
0.40-0.49,I2,D,1200,BOLD
0.40-0.49,I3,D,800,BOLD
0.40-0.49,IF,E,3900,BOLD
0.40-0.49,VVS1,E,3600,BOLD
0.40-0.49,VVS2,E,3300,BOLD
0.40-0.49,VS1,E,2900,BOLD
0.40-0.49,VS2,E,2600,BOLD
0.40-0.49,SI1,E,2200,BOLD
0.40-0.49,SI2,E,2000,BOLD
0.40-0.49,SI3,E,1800,BOLD
0.40-0.49,I1,E,1700,BOLD
0.40-0.49,I2,E,1100,BOLD
0.40-0.49,I3,E,700,BOLD
0.40-0.49,IF,F,3600,BOLD
0.40-0.49,VVS1,F,3400,BOLD
0.40-0.49,VVS2,F,3100,BOLD
0.40-0.49,VS1,F,2700,BOLD
0.40-0.49,VS2,F,2500,BOLD
0.40-0.49,SI1,F,2100,BOLD
0.40-0.49,SI2,F,1900,BOLD
0.40-0.49,SI3,F,1700,BOLD
0.40-0.49,I1,F,1600,BOLD
0.40-0.49,I2,F,1100,BOLD
0.40-0.49,I3,F,700,BOLD
0.40-0.49,IF,G,3300,BOLD
0.40-0.49,VVS1,G,3000,BOLD
0.40-0.49,VVS2,G,2800,BOLD
0.40-0.49,VS1,G,2600,BOLD
0.40-0.49,VS2,G,2400,BOLD
0.40-0.49,SI1,G,2000,BOLD
0.40-0.49,SI2,G,1800,BOLD
0.40-0.49,SI3,G,1600,BOLD
0.40-0.49,I1,G,1500,BOLD
0.40-0.49,I2,G,1000,BOLD
0.40-0.49,I3,G,600,BOLD
0.40-0.49,IF,H,2800,BOLD
0.40-0.49,VVS1,H,2600,BOLD
0.40-0.49,VVS2,H,2500,BOLD
0.40-0.49,VS1,H,2400,BOLD
0.40-0.49,VS2,H,2200,BOLD
0.40-0.49,SI1,H,1900,BOLD
0.40-0.49,SI2,H,1700,BOLD
0.40-0.49,SI3,H,1500,BOLD
0.40-0.49,I1,H,1400,BOLD
0.40-0.49,I2,H,900,BOLD
0.40-0.49,I3,H,600,BOLD
0.40-0.49,IF,I,2400,BOLD
0.40-0.49,VVS1,I,2300,BOLD
0.40-0.49,VVS2,I,2200,BOLD
0.40-0.49,VS1,I,2100,BOLD
0.40-0.49,VS2,I,2000,BOLD
0.40-0.49,SI1,I,1800,BOLD
0.40-0.49,SI2,I,1600,BOLD
0.40-0.49,SI3,I,1300,BOLD
0.40-0.49,I1,I,1200,BOLD
0.40-0.49,I2,I,800,BOLD
0.40-0.49,I3,I,600,BOLD
0.40-0.49,IF,J,2100,BOLD
0.40-0.49,VVS1,J,2000,BOLD
0.40-0.49,VVS2,J,1900,BOLD
0.40-0.49,VS1,J,1800,BOLD
0.40-0.49,VS2,J,1700,BOLD
0.40-0.49,SI1,J,1600,BOLD
0.40-0.49,SI2,J,1400,BOLD
0.40-0.49,SI3,J,1200,BOLD
0.40-0.49,I1,J,1100,BOLD
0.40-0.49,I2,J,800,BOLD
0.40-0.49,I3,J,500,BOLD
0.40-0.49,IF,K,1900,BOLD
0.40-0.49,VVS1,K,1800,BOLD
0.40-0.49,VVS2,K,1700,BOLD
0.40-0.49,VS1,K,1600,BOLD
0.40-0.49,VS2,K,1500,BOLD
0.40-0.49,SI1,K,1400,BOLD
0.40-0.49,SI2,K,1200,BOLD
0.40-0.49,SI3,K,1000,BOLD
0.40-0.49,I1,K,900,BOLD
0.40-0.49,I2,K,700,BOLD
0.40-0.49,I3,K,500,BOLD
0.40-0.49,IF,L,1700,BOLD
0.40-0.49,VVS1,L,1600,BOLD
0.40-0.49,VVS2,L,1500,BOLD
0.40-0.49,VS1,L,1400,BOLD
0.40-0.49,VS2,L,1300,BOLD
0.40-0.49,SI1,L,1200,BOLD
0.40-0.49,SI2,L,1000,BOLD
0.40-0.49,SI3,L,900,BOLD
0.40-0.49,I1,L,800,BOLD
0.40-0.49,I2,L,600,BOLD
0.40-0.49,I3,L,400,BOLD
0.40-0.49,IF,M,1500,BOLD
0.40-0.49,VVS1,M,1400,BOLD
0.40-0.49,VVS2,M,1300,BOLD
0.40-0.49,VS1,M,1200,BOLD
0.40-0.49,VS2,M,1100,BOLD
0.40-0.49,SI1,M,1000,BOLD
0.40-0.49,SI2,M,900,BOLD
0.40-0.49,SI3,M,800,BOLD
0.40-0.49,I1,M,700,BOLD
0.40-0.49,I2,M,500,BOLD
0.40-0.49,I3,M,400,BOLD
0.40-0.49,IF,D,4600,BOLD
0.40-0.49,VVS1,D,3800,BOLD
0.40-0.49,VVS2,D,3500,BOLD
0.40-0.49,VS1,D,3100,BOLD
0.40-0.49,VS2,D,2700,BOLD
0.40-0.49,SI1,D,2300,BOLD
0.40-0.49,SI2,D,2100,BOLD
0.40-0.49,SI3,D,1900,BOLD
0.40-0.49,I1,D,1800,BOLD
0.40-0.49,I2,D,1200,BOLD
0.40-0.49,I3,D,800,BOLD
0.40-0.49,IF,E,3900,BOLD
0.40-0.49,VVS1,E,3600,BOLD
0.40-0.49,VVS2,E,3300,BOLD
0.40-0.49,VS1,E,2900,BOLD
0.40-0.49,VS2,E,2600,BOLD
0.40-0.49,SI1,E,2200,BOLD
0.40-0.49,SI2,E,2000,BOLD
0.40-0.49,SI3,E,1800,BOLD
0.40-0.49,I1,E,1700,BOLD
0.40-0.49,I2,E,1100,BOLD
0.40-0.49,I3,E,700,BOLD
0.40-0.49,IF,F,3600,BOLD
0.40-0.49,VVS1,F,3400,BOLD
0.40-0.49,VVS2,F,3100,BOLD
0.40-0.49,VS1,F,2700,BOLD
0.40-0.49,VS2,F,2500,BOLD
0.40-0.49,SI1,F,2100,BOLD
0.40-0.49,SI2,F,1900,BOLD
0.40-0.49,SI3,F,1700,BOLD
0.40-0.49,I1,F,1600,BOLD
0.40-0.49,I2,F,1100,BOLD
0.40-0.49,I3,F,700,BOLD
0.40-0.49,IF,G,3300,BOLD
0.40-0.49,VVS1,G,3000,BOLD
0.40-0.49,VVS2,G,2800,BOLD
0.40-0.49,VS1,G,2600,BOLD
0.40-0.49,VS2,G,2400,BOLD
0.40-0.49,SI1,G,2000,BOLD
0.40-0.49,SI2,G,1800,BOLD
0.40-0.49,SI3,G,1600,BOLD
0.40-0.49,I1,G,1500,BOLD
0.40-0.49,I2,G,1000,BOLD
0.40-0.49,I3,G,600,BOLD
0.40-0.49,IF,H,2800,BOLD
0.40-0.49,VVS1,H,2600,BOLD
0.40-0.49,VVS2,H,2500,BOLD
0.40-0.49,VS1,H,2400,BOLD
0.40-0.49,VS2,H,2200,BOLD
0.40-0.49,SI1,H,1900,BOLD
0.40-0.49,SI2,H,1700,BOLD
0.40-0.49,SI3,H,1500,BOLD
0.40-0.49,I1,H,1400,BOLD
0.40-0.49,I2,H,900,BOLD
0.40-0.49,I3,H,600,BOLD
0.40-0.49,IF,I,2400,BOLD
0.40-0.49,VVS1,I,2300,BOLD
0.40-0.49,VVS2,I,2200,BOLD
0.40-0.49,VS1,I,2100,BOLD
0.40-0.49,VS2,I,2000,BOLD
0.40-0.49,SI1,I,1800,BOLD
0.40-0.49,SI2,I,1600,BOLD
0.40-0.49,SI3,I,1300,BOLD
0.40-0.49,I1,I,1200,BOLD
0.40-0.49,I2,I,800,BOLD
0.40-0.49,I3,I,600,BOLD
0.40-0.49,IF,J,2100,BOLD
0.40-0.49,VVS1,J,2000,BOLD
0.40-0.49,VVS2,J,1900,BOLD
0.40-0.49,VS1,J,1800,BOLD
0.40-0.49,VS2,J,1700,BOLD
0.40-0.49,SI1,J,1600,BOLD
0.40-0.49,SI2,J,1400,BOLD
0.40-0.49,SI3,J,1200,BOLD
0.40-0.49,I1,J,1100,BOLD
0.40-0.49,I2,J,800,BOLD
0.40-0.49,I3,J,500,BOLD
0.40-0.49,IF,K,1900,BOLD
0.40-0.49,VVS1,K,1800,BOLD
0.40-0.49,VVS2,K,1700,BOLD
0.40-0.49,VS1,K,1600,BOLD
0.40-0.49,VS2,K,1500,BOLD
0.40-0.49,SI1,K,1400,BOLD
0.40-0.49,SI2,K,1200,BOLD
0.40-0.49,SI3,K,1000,BOLD
0.40-0.49,I1,K,900,BOLD
0.40-0.49,I2,K,700,BOLD
0.40-0.49,I3,K,500,BOLD
0.40-0.49,IF,L,1700,BOLD
0.40-0.49,VVS1,L,1600,BOLD
0.40-0.49,VVS2,L,1500,BOLD
0.40-0.49,VS1,L,1400,BOLD
0.40-0.49,VS2,L,1300,BOLD
0.40-0.49,SI1,L,1200,BOLD
0.40-0.49,SI2,L,1000,BOLD
0.40-0.49,SI3,L,900,BOLD
0.40-0.49,I1,L,800,BOLD
0.40-0.49,I2,L,600,BOLD
0.40-0.49,I3,L,400,BOLD
0.40-0.49,IF,M,1500,BOLD
0.40-0.49,VVS1,M,1400,BOLD
0.40-0.49,VVS2,M,1300,BOLD
0.40-0.49,VS1,M,1200,BOLD
0.40-0.49,VS2,M,1100,BOLD
0.40-0.49,SI1,M,1000,BOLD
0.40-0.49,SI2,M,900,BOLD
0.40-0.49,SI3,M,800,BOLD
0.40-0.49,I1,M,700,BOLD
0.40-0.49,I2,M,500,BOLD
0.40-0.49,I3,M,400,BOLD
0.40-0.49,IF,D,4600,BOLD
0.40-0.49,VVS1,D,3800,BOLD
0.40-0.49,VVS2,D,3500,BOLD
0.40-0.49,VS1,D,3100,BOLD
0.40-0.49,VS2,D,2700,BOLD
0.40-0.49,SI1,D,2300,BOLD
0.40-0.49,SI2,D,2100,BOLD
0.40-0.49,SI3,D,1900,BOLD
0.40-0.49,I1,D,1800,BOLD
0.40-0.49,I2,D,1200,BOLD
0.40-0.49,I3,D,800,BOLD
0.40-0.49,IF,E,3900,BOLD
0.40-0.49,VVS1,E,3600,BOLD
0.40-0.49,VVS2,E,3300,BOLD
0.40-0.49,VS1,E,2900,BOLD
0.40-0.49,VS2,E,2600,BOLD
0.40-0.49,SI1,E,2200,BOLD
0.40-0.49,SI2,E,2000,BOLD
0.40-0.49,SI3,E,1800,BOLD
0.40-0.49,I1,E,1700,BOLD
0.40-0.49,I2,E,1100,BOLD
0.40-0.49,I3,E,700,BOLD
0.40-0.49,IF,F,3600,BOLD
0.40-0.49,VVS1,F,3400,BOLD
0.40-0.49,VVS2,F,3100,BOLD
0.40-0.49,VS1,F,2700,BOLD
0.40-0.49,VS2,F,2500,BOLD
0.40-0.49,SI1,F,2100,BOLD
0.40-0.49,SI2,F,1900,BOLD
0.40-0.49,SI3,F,1700,BOLD
0.40-0.49,I1,F,1600,BOLD
0.40-0.49,I2,F,1100,BOLD
0.40-0.49,I3,F,700,BOLD
0.40-0.49,IF,G,3300,BOLD
0.40-0.49,VVS1,G,3000,BOLD
0.40-0.49,VVS2,G,2800,BOLD
0.40-0.49,VS1,G,2600,BOLD
0.40-0.49,VS2,G,2400,BOLD
0.40-0.49,SI1,G,2000,BOLD
0.40-0.49,SI2,G,1800,BOLD
0.40-0.49,SI3,G,1600,BOLD
0.40-0.49,I1,G,1500,BOLD
0.40-0.49,I2,G,1000,BOLD
0.40-0.49,I3,G,600,BOLD
0.40-0.49,IF,H,2800,BOLD
0.40-0.49,VVS1,H,2600,BOLD
0.40-0.49,VVS2,H,2500,BOLD
0.40-0.49,VS1,H,2400,BOLD
0.40-0.49,VS2,H,2200,BOLD
0.40-0.49,SI1,H,1900,BOLD
0.40-0.49,SI2,H,1700,BOLD
0.40-0.49,SI3,H,1500,BOLD
0.40-0.49,I1,H,1400,BOLD
0.40-0.49,I2,H,900,BOLD
0.40-0.49,I3,H,600,BOLD
0.40-0.49,IF,I,2400,BOLD
0.40-0.49,VVS1,I,2300,BOLD
0.40-0.49,VVS2,I,2200,BOLD
0.40-0.49,VS1,I,2100,BOLD
0.40-0.49,VS2,I,2000,BOLD
0.40-0.49,SI1,I,1800,BOLD
0.40-0.49,SI2,I,1600,BOLD
0.40-0.49,SI3,I,1300,BOLD
0.40-0.49,I1,I,1200,BOLD
0.40-0.49,I2,I,800,BOLD
0.40-0.49,I3,I,600,BOLD
0.40-0.49,IF,J,2100,BOLD
0.40-0.49,VVS1,J,2000,BOLD
0.40-0.49,VVS2,J,1900,BOLD
0.40-0.49,VS1,J,1800,BOLD
0.40-0.49,VS2,J,1700,BOLD
0.40-0.49,SI1,J,1600,BOLD
0.40-0.49,SI2,J,1400,BOLD
0.40-0.49,SI3,J,1200,BOLD
0.40-0.49,I1,J,1100,BOLD
0.40-0.49,I2,J,800,BOLD
0.40-0.49,I3,J,500,BOLD
0.40-0.49,IF,K,1900,BOLD
0.40-0.49,VVS1,K,1800,BOLD
0.40-0.49,VVS2,K,1700,BOLD
0.40-0.49,VS1,K,1600,BOLD
0.40-0.49,VS2,K,1500,BOLD
0.40-0.49,SI1,K,1400,BOLD
0.40-0.49,SI2,K,1200,BOLD
0.40-0.49,SI3,K,1000,BOLD
0.40-0.49,I1,K,900,BOLD
0.40-0.49,I2,K,700,BOLD
0.40-0.49,I3,K,500,BOLD
0.40-0.49,IF,L,1700,BOLD
0.40-0.49,VVS1,L,1600,BOLD
0.40-0.49,VVS2,L,1500,BOLD
0.40-0.49,VS1,L,1400,BOLD
0.40-0.49,VS2,L,1300,BOLD
0.40-0.49,SI1,L,1200,BOLD
0.40-0.49,SI2,L,1000,BOLD
0.40-0.49,SI3,L,900,BOLD
0.40-0.49,I1,L,800,BOLD
0.40-0.49,I2,L,600,BOLD
0.40-0.49,I3,L,400,BOLD
0.40-0.49,IF,M,1500,BOLD
0.40-0.49,VVS1,M,1400,BOLD
0.40-0.49,VVS2,M,1300,BOLD
0.40-0.49,VS1,M,1200,BOLD
0.40-0.49,VS2,M,1100,BOLD
0.40-0.49,SI1,M,1000,BOLD
0.40-0.49,SI2,M,900,BOLD
0.40-0.49,SI3,M,800,BOLD
0.40-0.49,I1,M,700,BOLD
0.40-0.49,I2,M,500,BOLD
0.40-0.49,I3,M,400,BOLD
0.50-0.69,IF,D,7000,BOLD
0.50-0.69,VVS1,D,5800,BOLD
0.50-0.69,VVS2,D,4900,BOLD
0.50-0.69,VS1,D,4500,BOLD
0.50-0.69,VS2,D,4200,BOLD
0.50-0.69,SI1,D,3500,BOLD
0.50-0.69,SI2,D,2800,BOLD
0.50-0.69,SI3,D,2500,BOLD
0.50-0.69,I1,D,2200,BOLD
0.50-0.69,I2,D,1600,BOLD
0.50-0.69,I3,D,1100,BOLD
0.50-0.69,IF,E,5700,BOLD
0.50-0.69,VVS1,E,5200,BOLD
0.50-0.69,VVS2,E,4600,BOLD
0.50-0.69,VS1,E,4300,BOLD
0.50-0.69,VS2,E,4000,BOLD
0.50-0.69,SI1,E,3300,BOLD
0.50-0.69,SI2,E,2700,BOLD
0.50-0.69,SI3,E,2400,BOLD
0.50-0.69,I1,E,2100,BOLD
0.50-0.69,I2,E,1500,BOLD
0.50-0.69,I3,E,1000,BOLD
0.50-0.69,IF,F,5000,BOLD
0.50-0.69,VVS1,F,4700,BOLD
0.50-0.69,VVS2,F,4300,BOLD
0.50-0.69,VS1,F,4100,BOLD
0.50-0.69,VS2,F,3800,BOLD
0.50-0.69,SI1,F,3200,BOLD
0.50-0.69,SI2,F,2600,BOLD
0.50-0.69,SI3,F,2300,BOLD
0.50-0.69,I1,F,2000,BOLD
0.50-0.69,I2,F,1400,BOLD
0.50-0.69,I3,F,1000,BOLD
0.50-0.69,IF,G,4400,BOLD
0.50-0.69,VVS1,G,4200,BOLD
0.50-0.69,VVS2,G,4000,BOLD
0.50-0.69,VS1,G,3900,BOLD
0.50-0.69,VS2,G,3600,BOLD
0.50-0.69,SI1,G,3100,BOLD
0.50-0.69,SI2,G,2500,BOLD
0.50-0.69,SI3,G,2200,BOLD
0.50-0.69,I1,G,1900,BOLD
0.50-0.69,I2,G,1300,BOLD
0.50-0.69,I3,G,900,BOLD
0.50-0.69,IF,H,4000,BOLD
0.50-0.69,VVS1,H,3900,BOLD
0.50-0.69,VVS2,H,3800,BOLD
0.50-0.69,VS1,H,3700,BOLD
0.50-0.69,VS2,H,3400,BOLD
0.50-0.69,SI1,H,2900,BOLD
0.50-0.69,SI2,H,2400,BOLD
0.50-0.69,SI3,H,2100,BOLD
0.50-0.69,I1,H,1800,BOLD
0.50-0.69,I2,H,1200,BOLD
0.50-0.69,I3,H,800,BOLD
0.50-0.69,IF,I,3400,BOLD
0.50-0.69,VVS1,I,3300,BOLD
0.50-0.69,VVS2,I,3200,BOLD
0.50-0.69,VS1,I,3100,BOLD
0.50-0.69,VS2,I,2900,BOLD
0.50-0.69,SI1,I,2500,BOLD
0.50-0.69,SI2,I,2200,BOLD
0.50-0.69,SI3,I,1900,BOLD
0.50-0.69,I1,I,1600,BOLD
0.50-0.69,I2,I,1100,BOLD
0.50-0.69,I3,I,800,BOLD
0.50-0.69,IF,J,2800,BOLD
0.50-0.69,VVS1,J,2700,BOLD
0.50-0.69,VVS2,J,2600,BOLD
0.50-0.69,VS1,J,2500,BOLD
0.50-0.69,VS2,J,2400,BOLD
0.50-0.69,SI1,J,2100,BOLD
0.50-0.69,SI2,J,1900,BOLD
0.50-0.69,SI3,J,1700,BOLD
0.50-0.69,I1,J,1400,BOLD
0.50-0.69,I2,J,1000,BOLD
0.50-0.69,I3,J,700,BOLD
0.50-0.69,IF,K,2400,BOLD
0.50-0.69,VVS1,K,2300,BOLD
0.50-0.69,VVS2,K,2200,BOLD
0.50-0.69,VS1,K,2100,BOLD
0.50-0.69,VS2,K,2000,BOLD
0.50-0.69,SI1,K,1800,BOLD
0.50-0.69,SI2,K,1600,BOLD
0.50-0.69,SI3,K,1400,BOLD
0.50-0.69,I1,K,1200,BOLD
0.50-0.69,I2,K,900,BOLD
0.50-0.69,I3,K,700,BOLD
0.50-0.69,IF,L,2100,BOLD
0.50-0.69,VVS1,L,2000,BOLD
0.50-0.69,VVS2,L,1900,BOLD
0.50-0.69,VS1,L,1800,BOLD
0.50-0.69,VS2,L,1700,BOLD
0.50-0.69,SI1,L,1600,BOLD
0.50-0.69,SI2,L,1400,BOLD
0.50-0.69,SI3,L,1200,BOLD
0.50-0.69,I1,L,1000,BOLD
0.50-0.69,I2,L,800,BOLD
0.50-0.69,I3,L,600,BOLD
0.50-0.69,IF,M,1900,BOLD
0.50-0.69,VVS1,M,1800,BOLD
0.50-0.69,VVS2,M,1600,BOLD
0.50-0.69,VS1,M,1500,BOLD
0.50-0.69,VS2,M,1400,BOLD
0.50-0.69,SI1,M,1300,BOLD
0.50-0.69,SI2,M,1200,BOLD
0.50-0.69,SI3,M,1000,BOLD
0.50-0.69,I1,M,900,BOLD
0.50-0.69,I2,M,700,BOLD
0.50-0.69,I3,M,500,BOLD
0.50-0.69,IF,D,7000,BOLD
0.50-0.69,VVS1,D,5800,BOLD
0.50-0.69,VVS2,D,4900,BOLD
0.50-0.69,VS1,D,4500,BOLD
0.50-0.69,VS2,D,4200,BOLD
0.50-0.69,SI1,D,3500,BOLD
0.50-0.69,SI2,D,2800,BOLD
0.50-0.69,SI3,D,2500,BOLD
0.50-0.69,I1,D,2200,BOLD
0.50-0.69,I2,D,1600,BOLD
0.50-0.69,I3,D,1100,BOLD
0.50-0.69,IF,E,5700,BOLD
0.50-0.69,VVS1,E,5200,BOLD
0.50-0.69,VVS2,E,4600,BOLD
0.50-0.69,VS1,E,4300,BOLD
0.50-0.69,VS2,E,4000,BOLD
0.50-0.69,SI1,E,3300,BOLD
0.50-0.69,SI2,E,2700,BOLD
0.50-0.69,SI3,E,2400,BOLD
0.50-0.69,I1,E,2100,BOLD
0.50-0.69,I2,E,1500,BOLD
0.50-0.69,I3,E,1000,BOLD
0.50-0.69,IF,F,5000,BOLD
0.50-0.69,VVS1,F,4700,BOLD
0.50-0.69,VVS2,F,4300,BOLD
0.50-0.69,VS1,F,4100,BOLD
0.50-0.69,VS2,F,3800,BOLD
0.50-0.69,SI1,F,3200,BOLD
0.50-0.69,SI2,F,2600,BOLD
0.50-0.69,SI3,F,2300,BOLD
0.50-0.69,I1,F,2000,BOLD
0.50-0.69,I2,F,1400,BOLD
0.50-0.69,I3,F,1000,BOLD
0.50-0.69,IF,G,4400,BOLD
0.50-0.69,VVS1,G,4200,BOLD
0.50-0.69,VVS2,G,4000,BOLD
0.50-0.69,VS1,G,3900,BOLD
0.50-0.69,VS2,G,3600,BOLD
0.50-0.69,SI1,G,3100,BOLD
0.50-0.69,SI2,G,2500,BOLD
0.50-0.69,SI3,G,2200,BOLD
0.50-0.69,I1,G,1900,BOLD
0.50-0.69,I2,G,1300,BOLD
0.50-0.69,I3,G,900,BOLD
0.50-0.69,IF,H,4000,BOLD
0.50-0.69,VVS1,H,3900,BOLD
0.50-0.69,VVS2,H,3800,BOLD
0.50-0.69,VS1,H,3700,BOLD
0.50-0.69,VS2,H,3400,BOLD
0.50-0.69,SI1,H,2900,BOLD
0.50-0.69,SI2,H,2400,BOLD
0.50-0.69,SI3,H,2100,BOLD
0.50-0.69,I1,H,1800,BOLD
0.50-0.69,I2,H,1200,BOLD
0.50-0.69,I3,H,800,BOLD
0.50-0.69,IF,I,3400,BOLD
0.50-0.69,VVS1,I,3300,BOLD
0.50-0.69,VVS2,I,3200,BOLD
0.50-0.69,VS1,I,3100,BOLD
0.50-0.69,VS2,I,2900,BOLD
0.50-0.69,SI1,I,2500,BOLD
0.50-0.69,SI2,I,2200,BOLD
0.50-0.69,SI3,I,1900,BOLD
0.50-0.69,I1,I,1600,BOLD
0.50-0.69,I2,I,1100,BOLD
0.50-0.69,I3,I,800,BOLD
0.50-0.69,IF,J,2800,BOLD
0.50-0.69,VVS1,J,2700,BOLD
0.50-0.69,VVS2,J,2600,BOLD
0.50-0.69,VS1,J,2500,BOLD
0.50-0.69,VS2,J,2400,BOLD
0.50-0.69,SI1,J,2100,BOLD
0.50-0.69,SI2,J,1900,BOLD
0.50-0.69,SI3,J,1700,BOLD
0.50-0.69,I1,J,1400,BOLD
0.50-0.69,I2,J,1000,BOLD
0.50-0.69,I3,J,700,BOLD
0.50-0.69,IF,K,2400,BOLD
0.50-0.69,VVS1,K,2300,BOLD
0.50-0.69,VVS2,K,2200,BOLD
0.50-0.69,VS1,K,2100,BOLD
0.50-0.69,VS2,K,2000,BOLD
0.50-0.69,SI1,K,1800,BOLD
0.50-0.69,SI2,K,1600,BOLD
0.50-0.69,SI3,K,1400,BOLD
0.50-0.69,I1,K,1200,BOLD
0.50-0.69,I2,K,900,BOLD
0.50-0.69,I3,K,700,BOLD
0.50-0.69,IF,L,2100,BOLD
0.50-0.69,VVS1,L,2000,BOLD
0.50-0.69,VVS2,L,1900,BOLD
0.50-0.69,VS1,L,1800,BOLD
0.50-0.69,VS2,L,1700,BOLD
0.50-0.69,SI1,L,1600,BOLD
0.50-0.69,SI2,L,1400,BOLD
0.50-0.69,SI3,L,1200,BOLD
0.50-0.69,I1,L,1000,BOLD
0.50-0.69,I2,L,800,BOLD
0.50-0.69,I3,L,600,BOLD
0.50-0.69,IF,M,1900,BOLD
0.50-0.69,VVS1,M,1800,BOLD
0.50-0.69,VVS2,M,1600,BOLD
0.50-0.69,VS1,M,1500,BOLD
0.50-0.69,VS2,M,1400,BOLD
0.50-0.69,SI1,M,1300,BOLD
0.50-0.69,SI2,M,1200,BOLD
0.50-0.69,SI3,M,1000,BOLD
0.50-0.69,I1,M,900,BOLD
0.50-0.69,I2,M,700,BOLD
0.50-0.69,I3,M,500,BOLD
0.50-0.69,IF,D,7000,BOLD
0.50-0.69,VVS1,D,5800,BOLD
0.50-0.69,VVS2,D,4900,BOLD
0.50-0.69,VS1,D,4500,BOLD
0.50-0.69,VS2,D,4200,BOLD
0.50-0.69,SI1,D,3500,BOLD
0.50-0.69,SI2,D,2800,BOLD
0.50-0.69,SI3,D,2500,BOLD
0.50-0.69,I1,D,2200,BOLD
0.50-0.69,I2,D,1600,BOLD
0.50-0.69,I3,D,1100,BOLD
0.50-0.69,IF,E,5700,BOLD
0.50-0.69,VVS1,E,5200,BOLD
0.50-0.69,VVS2,E,4600,BOLD
0.50-0.69,VS1,E,4300,BOLD
0.50-0.69,VS2,E,4000,BOLD
0.50-0.69,SI1,E,3300,BOLD
0.50-0.69,SI2,E,2700,BOLD
0.50-0.69,SI3,E,2400,BOLD
0.50-0.69,I1,E,2100,BOLD
0.50-0.69,I2,E,1500,BOLD
0.50-0.69,I3,E,1000,BOLD
0.50-0.69,IF,F,5000,BOLD
0.50-0.69,VVS1,F,4700,BOLD
0.50-0.69,VVS2,F,4300,BOLD
0.50-0.69,VS1,F,4100,BOLD
0.50-0.69,VS2,F,3800,BOLD
0.50-0.69,SI1,F,3200,BOLD
0.50-0.69,SI2,F,2600,BOLD
0.50-0.69,SI3,F,2300,BOLD
0.50-0.69,I1,F,2000,BOLD
0.50-0.69,I2,F,1400,BOLD
0.50-0.69,I3,F,1000,BOLD
0.50-0.69,IF,G,4400,BOLD
0.50-0.69,VVS1,G,4200,BOLD
0.50-0.69,VVS2,G,4000,BOLD
0.50-0.69,VS1,G,3900,BOLD
0.50-0.69,VS2,G,3600,BOLD
0.50-0.69,SI1,G,3100,BOLD
0.50-0.69,SI2,G,2500,BOLD
0.50-0.69,SI3,G,2200,BOLD
0.50-0.69,I1,G,1900,BOLD
0.50-0.69,I2,G,1300,BOLD
0.50-0.69,I3,G,900,BOLD
0.50-0.69,IF,H,4000,BOLD
0.50-0.69,VVS1,H,3900,BOLD
0.50-0.69,VVS2,H,3800,BOLD
0.50-0.69,VS1,H,3700,BOLD
0.50-0.69,VS2,H,3400,BOLD
0.50-0.69,SI1,H,2900,BOLD
0.50-0.69,SI2,H,2400,BOLD
0.50-0.69,SI3,H,2100,BOLD
0.50-0.69,I1,H,1800,BOLD
0.50-0.69,I2,H,1200,BOLD
0.50-0.69,I3,H,800,BOLD
0.50-0.69,IF,I,3400,BOLD
0.50-0.69,VVS1,I,3300,BOLD
0.50-0.69,VVS2,I,3200,BOLD
0.50-0.69,VS1,I,3100,BOLD
0.50-0.69,VS2,I,2900,BOLD
0.50-0.69,SI1,I,2500,BOLD
0.50-0.69,SI2,I,2200,BOLD
0.50-0.69,SI3,I,1900,BOLD
0.50-0.69,I1,I,1600,BOLD
0.50-0.69,I2,I,1100,BOLD
0.50-0.69,I3,I,800,BOLD
